,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
94,2022-10-25,270.135516850691,241.95871363799142,290.3889170921747,270.135516850691,270.135516850691,-4.249491327213298,-4.249491327213298,-4.249491327213298,-4.249491327213298,-4.249491327213298,-4.249491327213298,0.0,0.0,0.0,265.88602552347766
95,2022-10-26,270.826367725528,243.05910342611375,295.48151670408043,270.826367725528,270.826367725528,-1.380049633511059,-1.380049633511059,-1.380049633511059,-1.380049633511059,-1.380049633511059,-1.380049633511059,0.0,0.0,0.0,269.4463180920169
96,2022-10-27,271.51721860036497,246.93958217539924,296.301332361382,271.51721860036497,271.51721860036497,0.04957983153361649,0.04957983153361649,0.04957983153361649,0.04957983153361649,0.04957983153361649,0.04957983153361649,0.0,0.0,0.0,271.5667984318986
97,2022-10-28,272.20806947469134,247.90107874443802,295.98191692736054,272.20806947469134,272.20806947469134,0.4966110693474285,0.4966110693474285,0.4966110693474285,0.4966110693474285,0.4966110693474285,0.4966110693474285,0.0,0.0,0.0,272.70468054403875
98,2022-10-31,274.2806220976706,247.0804150720724,296.8275393347203,274.2806220976706,274.2806220976706,-1.9399085858462366,-1.9399085858462366,-1.9399085858462366,-1.9399085858462366,-1.9399085858462366,-1.9399085858462366,0.0,0.0,0.0,272.34071351182433
99,2022-11-01,274.971472971997,246.65354210971748,296.49169102359116,274.971472971997,274.971472971997,-4.249491327217207,-4.249491327217207,-4.249491327217207,-4.249491327217207,-4.249491327217207,-4.249491327217207,0.0,0.0,0.0,270.7219816447798
100,2022-11-02,275.6623238463234,250.01858014403356,298.3344091315952,275.6623238463234,275.6623238463234,-1.3800496335088563,-1.3800496335088563,-1.3800496335088563,-1.3800496335088563,-1.3800496335088563,-1.3800496335088563,0.0,0.0,0.0,274.2822742128145
101,2022-11-03,276.3531747206498,251.76582254421265,301.1729653023345,276.3531747206498,276.3531747206498,0.049579831533549605,0.049579831533549605,0.049579831533549605,0.049579831533549605,0.049579831533549605,0.049579831533549605,0.0,0.0,0.0,276.40275455218335
102,2022-11-04,277.0440255949762,250.98354539827253,303.2355068331435,277.0440255949762,277.0440255949762,0.4966110693490005,0.4966110693490005,0.4966110693490005,0.4966110693490005,0.4966110693490005,0.4966110693490005,0.0,0.0,0.0,277.5406366643252
103,2022-11-07,279.1165782179554,253.6962460218006,300.78973429886423,279.1165782179554,279.1165782179554,-1.9399085858281948,-1.9399085858281948,-1.9399085858281948,-1.9399085858281948,-1.9399085858281948,-1.9399085858281948,0.0,0.0,0.0,277.1766696321272
104,2022-11-08,279.8074290999376,252.99700551201718,299.90201119622026,279.8074290999376,279.8074290999376,-4.249491327216329,-4.249491327216329,-4.249491327216329,-4.249491327216329,-4.249491327216329,-4.249491327216329,0.0,0.0,0.0,275.5579377727213
105,2022-11-09,280.49827998191984,253.8938807739632,304.5663511406153,280.49827998191984,280.49827998191984,-1.3800496335065722,-1.3800496335065722,-1.3800496335065722,-1.3800496335065722,-1.3800496335065722,-1.3800496335065722,0.0,0.0,0.0,279.11823034841325
106,2022-11-10,281.189130863902,254.7828648956725,307.4025514655229,281.189130863902,281.189130863902,0.049579831533482714,0.049579831533482714,0.049579831533482714,0.049579831533482714,0.049579831533482714,0.049579831533482714,0.0,0.0,0.0,281.2387106954355
